Excerpt from http://lter.kbs.msu.edu/datasets/52 with added errors;;;;;
sample_date;state;station;species;sex;count
06.07.12;IL;Dekalb;Rhopalosiphum.padi;F;1
06.07.12;IL;DixonSprings;Hyalopterus.pruni;F;1
06.07.12;IL;Metamora;Rhopalosiphum.padi;F;1
06.07.12;IL;Metamora;Hyalopterus.pruni;F;1
06.07.12;IL;Perry;Nearctaphis.bakeri;F;1
06.07.12;IL;Metamora;Nearctaphis.bakeri;F;1
06.07.12;IL;Dekalb;Tinocallis.Sapocallis.saltans;F;1
06.07.12;IL;Monmouth;Phylloxerids;F;1
06.07.12;IL;Urbana;Hyadaphis.foeniculi;F;11
06.07.12;IL;Metamora;Hyadaphis.foeniculi;F;17
06.07.12;IL;Dekalb;Hyadaphis.foeniculi;F;1
06.07.12;IL;Monmouth;Hyadaphis.foeniculi;F;9
06.07.12;IL;Perry;Hyadaphis.foeniculi;F;6
06.07.12;IL;Monmouth;Acyrthosiphon.pisum;F;1
06.07.12;IL;Metamora;Acyrthosiphon.pisum;F;6
06.07.12;IL;Dekalb;Colopha.ulmicola;F;1
06.07.12;IL;Monmouth;Colopha.ulmicola;F;1
06.07.12;IL;Dekalb;Acyrthosiphon.pisum;F;2
06.07.12;IL;DixonSprings;Colopha.ulmicola;F;2
06.07.12;IL;Perry;Colopha.ulmicola;F;1
06.07.12;IL;Metamora;Colopha.ulmicola;F;2
06.07.12;IL;Urbana;Acyrthosiphon.pisum;F;1
06.07.12;IL;Urbana;Colopha.ulmicola;F;2
06.07.12;IL;MorrisIL;Essigella.sp.;F;1
06.07.12;IL;Perry;Aphis.craccivora;F;2
06.07.12;IL;Monmouth;Aphis.craccivora;F;1
06.07.12;IL;Urbana;Essigella.sp.;F;1
06.07.12;IL;Metamora;Essigella.sp.;F;1
06.07.12;IL;Metamora;Aphis.craccivora;F;6
29.06.12;IL;Perry;Colopha.ulmicola;F;4
29.06.12;IL;Brownstown;Colopha.ulmicola;F;1
29.06.12;IL;DixonSprings;Pemphigus.sp.;F;3
29.06.12;IL;MorrisIL;Pemphigus.sp.;F;2
29.06.12;IL;Brownstown;Pemphigus.sp.;F;2
29.06.12;IL;Urbana;Pemphigus.sp.;F;1
29.06.12;IL;Dekalb;Pemphigus.sp.;F;2
29.06.12;IL;Perry;Aphis.craccivora;F;5
29.06.12;IL;Perry;Pemphigus.sp.;F;1
29.06.12;IL;MorrisIL;Aphis.craccivora;F;2
29.06.12;IL;Monmouth;Pemphigus.sp.;F;2
29.06.12;IL;Monmouth;Aphis.craccivora;F;1
29.06.12;IL;Monmouth;Therioaphis.trifolii;F;1
29.06.12;IL;Urbana;Therioaphis.trifolii;F;12
29.06.12;IL;Monmouth;Therioaphis.riehmi;F;1
29.06.12;IL;Urbana;Therioaphis.riehmi;F;2
29.06.12;IL;Dekalb;Aphis.craccivora;F;1
29.06.12;IL;MorrisIL;Therioaphis.trifolii;F;4
29.06.12;IL;DixonSprings;Therioaphis.trifolii;F;3
29.06.12;IL;MorrisIL;Therioaphis.riehmi;F;1
29.06.12;IL;Brownstown;Therioaphis.trifolii;F;2
29.06.12;IL;Perry;Therioaphis.trifolii;F;3
29.06.12;IL;Perry;Therioaphis.riehmi;F;1
29.06.12;IL;Monmouth;Hyadaphis.foeniculi;F;6
29.06.12;IL;Perry;Hyadaphis.foeniculi;F;103
29.06.12;IL;MorrisIL;Hyadaphis.foeniculi;F;1
29.06.12;IL;Urbana;Hyadaphis.foeniculi;F;4
29.06.12;IL;DixonSprings;Hyadaphis.foeniculi;F;2
29.06.12;IL;Brownstown;Hyadaphis.foeniculi;F;12
29.06.12;IL;MorrisIL;Forda.marginata;F;1
29.06.12;IL;Dekalb;Forda.marginata;F;6
29.06.12;IL;Urbana;Essigella.sp.;F;3
29.06.12;IL;Dekalb;Essigella.sp.;F;1
29.06.12;IL;Urbana;Capitophorus.hippophaes;F;1
29.06.12;IL;Dekalb;Dysaphis.plantaginea;F;2
29.06.12;IL;Dekalb;Geoica.utricularia;F;1
29.06.12;IL;Monmouth;Rhopalosiphum.cerasifoliae;F;1
29.06.12;IL;Monmouth;Rhopalosiphum.padi;F;1
29.06.12;IL;MorrisIL;Nearctaphis.bakeri;F;2
29.06.12;IL;Dekalb;Nearctaphis.bakeri;F;6
29.06.12;IL;Urbana;Uroleucon.sp.;F;1
29.06.12;IL;MorrisIL;Rhopalosiphum.nymphaeae;F;1
29.06.12;IL;MorrisIL;Rhopalosiphum.padi;F;2
29.06.12;IL;Urbana;Myzocallis.Neomyzocallis.punctatus;F;1
29.06.12;IL;Dekalb;Rhopalosiphum.nymphaeae;F;1
29.06.12;IL;Brownstown;Rhopalosiphum.rufiabdominale;F;1
29.06.12;IL;Urbana;Rhopalosiphum.rufiabdominale;F;2
29.06.12;IL;Monmouth;Rhopalosiphum.rufiabdominale;F;1
29.06.12;IL;MorrisIL;Hyalopterus.pruni;F;1
29.06.12;IL;DixonSprings;Hyalopterus.pruni;F;24
29.06.12;IL;Urbana;Acyrthosiphon.pisum;F;1
29.06.12;IL;Perry;Hyalopterus.pruni;F;2
29.06.12;IL;Brownstown;Hyalopterus.pruni;F;7
29.06.12;IL;Urbana;Hyalopterus.pruni;F;4
29.06.12;IL;Dekalb;Acyrthosiphon.pisum;F;2
29.06.12;IL;Urbana;Myzus.persicae;F;1
29.06.12;IL;MorrisIL;Myzus.persicae;F;1
29.06.12;IL;Monmouth;Myzus.persicae;F;1
29.06.12;IL;Dekalb;Myzus.persicae;F;1
29.06.12;IL;Perry;Myzus.persicae;F;1
29.06.12;IL;DixonSprings;Aphis.illinoisensis;F;2
29.06.12;IL;MorrisIL;Aphis.middletonii;F;2
29.06.12;IL;DixonSprings;Shivaphis.celti;F;1
22.06.12;IL;Brownstown;Chaitophorus.sp.;F;1
22.06.12;IL;Metamora;Chaitophorus.sp.;F;1
22.06.12;IL;Metamora;Rhopalosiphum.nymphaeae;F;2
22.06.12;IL;Dekalb;Nearctaphis.bakeri;F;3
22.06.12;IL;Dekalb;Rhopalosiphum.nymphaeae;F;1
22.06.12;IL;Perry;Nearctaphis.bakeri;F;1
22.06.12;IL;Metamora;Myzocallis.sp.;F;1
22.06.12;IL;Metamora;Nearctaphis.bakeri;F;1
22.06.12;IL;Urbana;Nearctaphis.bakeri;F;2
22.06.12;IL;Monmouth;Aphis.middletonii;F;1
22.06.12;IL;Perry;Aphis.middletonii;F;1
22.06.12;IL;DixonSprings;Rhopalosiphum.rufiabdominale;F;1
22.06.12;IL;Perry;Schizaphis.graminum;F;1
22.06.12;IL;Brownstown;Aphis.maculatae;F;1
22.06.12;IL;DixonSprings;Hyalopterus.pruni;F;2
22.06.12;IL;Metamora;Geoica.utricularia;F;1
22.06.12;IL;MorrisIL;Anoecia.cornicola;F;1
22.06.12;IL;Urbana;Hyalopterus.pruni;F;4
22.06.12;IL;Brownstown;Hyalopterus.pruni;F;29
22.06.12;IL;Metamora;Rhopalosiphum.padi;F;1
22.06.12;IL;Perry;Colopha.ulmicola;F;3
22.06.12;IL;Monmouth;Colopha.ulmicola;F;2
22.06.12;IL;Metamora;Colopha.ulmicola;F;2
22.06.12;IL;Brownstown;Iziphya.flabella;F;1
22.06.12;IL;Brownstown;Colopha.ulmicola;F;2
22.06.12;IL;Urbana;Phylloxerids;F;1
22.06.12;IL;Metamora;Hyadaphis.foeniculi;F;2
22.06.12;IL;Monmouth;Hyadaphis.foeniculi;F;10
22.06.12;IL;Urbana;Pemphigus.sp.;F;2
22.06.12;IL;Perry;Aphis.craccivora;F;1
22.06.12;IL;DixonSprings;Pemphigus.sp.;F;1
22.06.12;IL;Monmouth;Aphis.craccivora;F;2
22.06.12;IL;Brownstown;Pemphigus.sp.;F;9
22.06.12;IL;Brownstown;Hyadaphis.foeniculi;F;25
22.06.12;IL;DixonSprings;Hyadaphis.foeniculi;F;1
22.06.12;IL;Urbana;Hyadaphis.foeniculi;F;3
22.06.12;IL;Perry;Pemphigus.sp.;F;5
22.06.12;IL;Metamora;Pemphigus.sp.;F;3
22.06.12;IL;Monmouth;Pemphigus.sp.;F;5
22.06.12;IL;Perry;Forda.marginata;F;1
22.06.12;IL;Monmouth;Therioaphis.trifolii;F;1
22.06.12;IL;Urbana;Therioaphis.trifolii;F;1
22.06.12;IL;Brownstown;Therioaphis.trifolii;F;3
22.06.12;IL;Metamora;Therioaphis.trifolii;F;1
22.06.12;IL;Perry;Therioaphis.riehmi;F;1
22.06.12;IL;Urbana;Acyrthosiphon.pisum;F;1
22.06.12;IL;Metamora;Acyrthosiphon.pisum;F;2
22.06.12;IL;Brownstown;Acyrthosiphon.pisum;F;1
22.06.12;IL;Monmouth;Acyrthosiphon.pisum;F;2
22.06.12;IL;Perry;Capitophorus.hippophaes;F;1
22.06.12;IL;Dekalb;Acyrthosiphon.pisum;F;1
22.06.12;IL;Brownstown;Lipaphis.pseudobrassicae;F;1
22.06.12;IL;Metamora;Essigella.sp.;F;2
22.06.12;IL;DixonSprings;Essigella.sp.;F;1
22.06.12;IL;Brownstown;Essigella.sp.;F;1
15.06.12;IL;Brownstown;Lipaphis.pseudobrassicae;F;1
15.06.12;IL;Brownstown;Rhopalosiphoninus.staphyleae;F;1
15.06.12;IL;Urbana;Dysaphis.plantaginea;F;1
15.06.12;IL;Urbana;Capitophorus.hippophaes;F;1
15.06.12;IL;Brownstown;Phylloxerids;F;1
15.06.12;IL;Brownstown;Aphis.craccivora;F;2
15.06.12;IL;Monmouth;Aphis.craccivora;F;1
15.06.12;IL;Perry;Aphis.craccivora;F;2
15.06.12;IL;Urbana;Aphis.craccivora;F;1
15.06.12;IL;MorrisIL;Myzocallis.Neomyzocallis.punctatus;F;1
15.06.12;IL;Perry;Colopha.ulmicola;F;2
15.06.12;IL;Brownstown;Colopha.ulmicola;F;3
15.06.12;IL;Monmouth;Colopha.ulmicola;F;2
15.06.12;IL;Perry;Hyadaphis.foeniculi;F;32
15.06.12;IL;Brownstown;Hyadaphis.foeniculi;F;1
15.06.12;IL;DixonSprings;Hyadaphis.foeniculi;F;5
15.06.12;IL;Urbana;Hyadaphis.foeniculi;F;1
15.06.12;IL;DixonSprings;Hyalopterus.pruni;F;12
15.06.12;IL;Monmouth;Rhopalosiphum.nymphaeae;F;1
15.06.12;IL;Urbana;Hyalopterus.pruni;F;2
15.06.12;IL;Brownstown;Hyalopterus.pruni;F;7
15.06.12;IL;Brownstown;Rhopalosiphum.padi;F;1
15.06.12;IL;Urbana;Rhopalosiphum.padi;F;1
15.06.12;IL;Dekalb;Geoica.utricularia;F;1
15.06.12;IL;MorrisIL;Geoica.utricularia;F;2
15.06.12;IL;Monmouth;Acyrthosiphon.pisum;F;1
15.06.12;IL;Dekalb;Nearctaphis.bakeri;F;5
15.06.12;IL;DixonSprings;Pemphigus.sp.;F;1
15.06.12;IL;Brownstown;Pemphigus.sp.;F;6
15.06.12;IL;Urbana;Pemphigus.sp.;F;2
15.06.12;IL;Perry;Aphis.illinoisensis;F;1
15.06.12;IL;Perry;Pemphigus.sp.;F;20
15.06.12;IL;Dekalb;Pemphigus.sp.;F;1
15.06.12;IL;Monmouth;Pemphigus.sp.;F;2
15.06.12;IL;MorrisIL;Forda.marginata;F;1
15.06.12;IL;Urbana;Forda.marginata;F;1
15.06.12;IL;Dekalb;Forda.marginata;F;2
15.06.12;IL;DixonSprings;Therioaphis.trifolii;F;2
08.06.12;IL;Brownstown;Therioaphis.trifolii;F;2
08.06.12;IL;MorrisIL;Therioaphis.riehmi;F;1
08.06.12;IL;Dekalb;Forda.marginata;F;10
08.06.12;IL;Perry;Forda.marginata;F;3
08.06.12;IL;MorrisIL;Forda.marginata;F;8
08.06.12;IL;Brownstown;Forda.marginata;F;1
08.06.12;IL;MorrisIL;Nearctaphis.bakeri;F;5
08.06.12;IL;Dekalb;Nearctaphis.bakeri;F;5
08.06.12;IL;Perry;Nearctaphis.bakeri;F;2
08.06.12;IL;Urbana;Nearctaphis.bakeri;F;2
08.06.12;IL;Monmouth;Nearctaphis.bakeri;F;1
08.06.12;IL;Perry;Aphis.polygonata;F;2
08.06.12;IL;Perry;Aphis.nasturtii;F;1
08.06.12;IL;Brownstown;Rhopalosiphum.rufiabdominale;F;1
08.06.12;IL;Monmouth;Rhopalosiphum.rufiabdominale;F;1
08.06.12;IL;MorrisIL;Rhopalosiphum.nymphaeae;F;1
08.06.12;IL;Urbana;Tetraneura.sp.;F;1
08.06.12;IL;Dekalb;Rhopalosiphum.nymphaeae;F;1
08.06.12;IL;MorrisIL;Aphis.middletonii;F;1
08.06.12;IL;Perry;Aphis.middletonii;F;1
08.06.12;IL;MorrisIL;Geoica.utricularia;F;2
08.06.12;IL;Dekalb;Hyalopterus.pruni;F;3
08.06.12;IL;DixonSprings;Geoica.utricularia;F;1
08.06.12;IL;Brownstown;Hyalopterus.pruni;F;9
08.06.12;IL;Urbana;Hyalopterus.pruni;F;1
08.06.12;IL;Urbana;Eriosoma.sp.;F;1
08.06.12;IL;Perry;Rhopalosiphum.padi;F;2
08.06.12;IL;Urbana;Eulachnus.sp.;F;2
08.06.12;IL;Urbana;Capitophorus.elaeagni;F;1
08.06.12;IL;Dekalb;Rhopalosiphum.padi;F;2
08.06.12;IL;MorrisIL;Rhopalosiphum.padi;F;1
08.06.12;IL;Urbana;Rhopalosiphum.padi;F;3
08.06.12;IL;MorrisIL;Anoecia.setariae;F;1
08.06.12;IL;Monmouth;Rhopalosiphum.padi;F;2
08.06.12;IL;Brownstown;Pemphigus.sp.;F;5
08.06.12;IL;Urbana;Pemphigus.sp.;F;4
08.06.12;IL;Monmouth;Pemphigus.sp.;F;1
08.06.12;IL;Dekalb;Pemphigus.sp.;F;1
08.06.12;IL;Perry;Pemphigus.sp.;F;7
08.06.12;IL;DixonSprings;Pemphigus.populitransversus;F;3
08.06.12;IL;Perry;Capitophorus.hippophaes;F;2
08.06.12;IL;Dekalb;Lipaphis.pseudobrassicae;F;1
08.06.12;IL;Dekalb;Myzus.persicae;F;1
08.06.12;IL;Dekalb;Capitophorus.elaeagni;F;1
08.06.12;IL;MorrisIL;Iziphya.flabella;F;1
08.06.12;IL;Brownstown;Phylloxerids;F;3
08.06.12;IL;Perry;Colopha.ulmicola;F;13
08.06.12;IL;Brownstown;Colopha.ulmicola;F;3
08.06.12;IL;Dekalb;Phylloxerids;F;3
08.06.12;IL;Monmouth;Colopha.ulmicola;F;2
08.06.12;IL;Perry;Phylloxerids;F;1
08.06.12;IL;Brownstown;Aphis.craccivora;F;3
08.06.12;IL;Perry;Hyadaphis.foeniculi;F;7
08.06.12;IL;Dekalb;Chaitophorus.populicola;F;1
08.06.12;IL;MorrisIL;Aphis.craccivora;F;1
08.06.12;IL;DixonSprings;Hyadaphis.foeniculi;F;3
08.06.12;IL;Brownstown;Hyadaphis.foeniculi;F;4
08.06.12;IL;Perry;Drepanaphis.acerifoliae;F;1
08.06.12;IL;Dekalb;Aphis.craccivora;F;1
08.06.12;IL;Brownstown;Acyrthosiphon.pisum;F;1
08.06.12;IL;Dekalb;Acyrthosiphon.pisum;F;1
08.06.12;IL;Dekalb;Hamamelistes.spinosus;F;1
01.06.12;IL;Urbana;Tetraneura.sp.;F;1
01.06.12;IL;Dekalb;Aphis.sambuci;F;1
01.06.12;IL;Urbana;Dysaphis.plantaginea;F;1
01.06.12;IL;Perry;Hysteroneura.setariae;F;1
01.06.12;IL;Dekalb;Hyadaphis.tataricae;F;1
01.06.12;IL;Metamora;Capitophorus.hippophaes;F;1
01.06.12;IL;Perry;Capitophorus.hippophaes;F;1
01.06.12;IL;Urbana;Forda.marginata;F;8
01.06.12;IL;Metamora;Forda.marginata;F;3
01.06.12;IL;Dekalb;Forda.marginata;F;1
01.06.12;IL;Monmouth;Forda.marginata;F;2
01.06.12;IL;Perry;Forda.marginata;F;2
01.06.12;IL;DixonSprings;Kaltenbachiella.ulmifusa;F;1
01.06.12;IL;Dekalb;Schizaphis.graminum;F;1
01.06.12;IL;Perry;Rhopalosiphum.rufiabdominale;F;1
01.06.12;IL;DixonSprings;Rhopalosiphum.rufiabdominale;F;2
01.06.12;IL;Dekalb;Rhopalosiphum.rufiabdominale;F;1
01.06.12;IL;Perry;Hyalopterus.pruni;F;1
01.06.12;IL;DixonSprings;Anoecia.cornicola;F;1
01.06.12;IL;Dekalb;Hyalopterus.pruni;F;3
01.06.12;IL;Urbana;Anoecia.cornicola;F;1
01.06.12;IL;DixonSprings;Pemphigus.sp.;F;1
01.06.12;IL;Urbana;Pemphigus.sp.;F;1
01.06.12;IL;Dekalb;Pemphigus.sp.;F;1
01.06.12;IL;Urbana;Aphis.middletonii;F;1
01.06.12;IL;Dekalb;Myzocallis.sp.;F;20
01.06.12;IL;Dekalb;Nearctaphis.bakeri;F;2
01.06.12;IL;Metamora;Nearctaphis.bakeri;F;2
01.06.12;IL;Monmouth;Nearctaphis.bakeri;F;1
01.06.12;IL;MorrisIL;Cinara.sp.;F;1
01.06.12;IL;Metamora;Therioaphis.riehmi;F;1
01.06.12;IL;Urbana;Eulachnus.sp.;F;1
01.06.12;IL;Dekalb;Phylloxerids;F;1
01.06.12;IL;Metamora;Phylloxerids;F;3
01.06.12;IL;Monmouth;Aphis.craccivora;F;1
01.06.12;IL;Perry;Sitobion.avenae;F;1
01.06.12;IL;Metamora;Aphis.craccivora;F;1
01.06.12;IL;Monmouth;Nearctaphis.crataegifoliae;F;1
01.06.12;IL;Urbana;Aphis.craccivora;F;1
01.06.12;IL;Dekalb;Rhopalosiphum.padi;F;1
01.06.12;IL;Metamora;Rhopalosiphum.padi;F;5
01.06.12;IL;Monmouth;Colopha.ulmicola;F;1
01.06.12;IL;Perry;Colopha.ulmicola;F;6
01.06.12;IL;DixonSprings;Pemphigus.populitransversus;F;1
01.06.12;IL;Urbana;Colopha.ulmicola;F;5
01.06.12;IL;Perry;Pemphigus.populitransversus;F;1
01.06.12;IL;Perry;Hyadaphis.foeniculi;F;1
01.06.12;IL;DixonSprings;Hyadaphis.foeniculi;F;1
01.06.12;IL;Perry;Iziphya.flabella;F;1
25.05.12;IL;Perry;Colopha.ulmicola;F;1
25.05.12;IL;DixonSprings;Therioaphis.trifolii;F;1
25.05.12;IL;Perry;Chaitophorus.populicola;F;1
25.05.12;IL;DixonSprings;Iziphya.flabella;F;1
25.05.12;IL;Monmouth;Phylloxerids;F;1
25.05.12;IL;Dekalb;Drepanaphis.acerifoliae;F;1
25.05.12;IL;Perry;Phylloxerids;F;1
25.05.12;IL;Dekalb;Hyadaphis.foeniculi;F;1
25.05.12;IL;DixonSprings;Hyadaphis.foeniculi;F;1
25.05.12;IL;Monmouth;Aphis.craccivora;F;1
25.05.12;IL;Perry;Aphis.craccivora;F;3
25.05.12;IL;Monmouth;Forda.marginata;F;2
25.05.12;IL;DixonSprings;Pemphigus.sp.;F;2
25.05.12;IL;Monmouth;Lipaphis.pseudobrassicae;F;1
25.05.12;IL;Dekalb;Dysaphis.plantaginea;F;1
25.05.12;IL;Urbana;Aphis.sambuci;F;1
25.05.12;IL;Perry;Pemphigus.sp.;F;2
25.05.12;IL;Dekalb;Rhopalosiphum.padi;F;5
25.05.12;IL;Perry;Rhopalosiphum.padi;F;2
25.05.12;IL;Urbana;Rhopalosiphum.padi;F;1
25.05.12;IL;DixonSprings;Geoica.utricularia;F;1
25.05.12;IL;Monmouth;Rhopalosiphum.padi;F;1
25.05.12;IL;Urbana;Nearctaphis.bakeri;F;1
25.05.12;IL;Perry;Aphis.spiraecola;F;1
25.05.12;IL;Perry;Macrosiphum.euphorbiae;F;1
25.05.12;IL;Monmouth;Rhopalosiphum.cerasifoliae;F;1
25.05.12;IL;Monmouth;Aphis.middletonii;F;1
25.05.12;IL;DixonSprings;Rhopalosiphum.rufiabdominale;F;2
25.05.12;IL;DixonSprings;Hyadaphis.tataricae;F;1
25.05.12;IL;Dekalb;Schizaphis.graminum;F;1
25.05.12;IL;Urbana;Acyrthosiphon.pisum;F;1
25.05.12;IL;Monmouth;Hyalopterus.pruni;F;1
25.05.12;IL;Monmouth;Acyrthosiphon.pisum;F;2
25.05.12;IL;Perry;Acyrthosiphon.pisum;F;1
18.05.12;IL;Dekalb;Uroleucon.taraxaci;F;1
18.05.12;IL;Dekalb;Schizaphis.graminum;F;2
18.05.12;IL;Dekalb;Nearctaphis.bakeri;F;1
18.05.12;IL;Urbana;Nearctaphis.bakeri;F;1
18.05.12;IL;DixonSprings;Illinoia.sp.;F;1
18.05.12;IL;Dekalb;Hamamelistes.spinosus;F;1
18.05.12;IL;DixonSprings;Anoecia.oenotherae;F;1
18.05.12;IL;Dekalb;Rhopalosiphum.padi;F;19
18.05.12;IL;Urbana;Rhopalosiphum.padi;F;5
18.05.12;IL;Metamora;Rhopalosiphum.padi;F;7
18.05.12;IL;Urbana;Hamamelistes.spinosus;F;1
18.05.12;IL;DixonSprings;Rhopalosiphum.padi;F;4
18.05.12;IL;Monmouth;Rhopalosiphum.padi;F;1
18.05.12;IL;DixonSprings;Geoica.utricularia;F;1
18.05.12;IL;DixonSprings;Drepanaphis.acerifoliae;F;3
18.05.12;IL;Metamora;Phylloxerids;F;4
18.05.12;IL;DixonSprings;Aphis.craccivora;F;1
18.05.12;IL;DixonSprings;Acyrthosiphon.pisum;F;1
18.05.12;IL;Dekalb;Acyrthosiphon.pisum;F;2
18.05.12;IL;DixonSprings;Sitobion.avenae;F;1
18.05.12;IL;Urbana;Therioaphis.riehmi;F;1
18.05.12;IL;Metamora;Therioaphis.riehmi;F;1
18.05.12;IL;DixonSprings;Therioaphis.trifolii;F;2
18.05.12;IL;DixonSprings;Pemphigus.sp.;F;5
18.05.12;IL;Dekalb;Aphis.gossypii;F;1
18.05.12;IL;Urbana;Forda.marginata;F;1
18.05.12;IL;Metamora;Therioaphis.trifolii;F;1
18.05.12;IL;Urbana;Aphis.sambuci;F;1
18.05.12;IL;Metamora;Lipaphis.pseudobrassicae;F;2
18.05.12;IL;Urbana;Dysaphis.plantaginea;F;1
18.05.12;IL;Dekalb;Myzus.persicae;F;1
28.10.11;IL;Monmouth;Rhopalosiphum.rufiabdominale;F;3
28.10.11;IL;Urbana;Rhopalosiphum.rufiabdominale;F;3
28.10.11;IL;Monmouth;Hysteroneura.setariae;F;2
28.10.11;IL;Urbana;Hysteroneura.setariae;F;1
28.10.11;IL;Monmouth;Dysaphis.plantaginea;F;1
28.10.11;IL;Urbana;Dysaphis.plantaginea;F;1
28.10.11;IL;Urbana;Capitophorus.hippophaes;F;2
28.10.11;IL;Monmouth;Capitophorus.hippophaes;M;3
28.10.11;IL;Monmouth;Capitophorus.hippophaes;F;7
28.10.11;IL;Dekalb;Capitophorus.hippophaes;F;1
28.10.11;IL;Dekalb;Capitophorus.hippophaes;M;1
28.10.11;IL;Monmouth;Myzus.lythri;M;1
28.10.11;IL;Urbana;Myzus.lythri;F;2
28.10.11;IL;Urbana;Myzus.lythri;M;1
28.10.11;IL;Dekalb;Hyalopterus.pruni;F;1
28.10.11;IL;Dekalb;Myzus.lythri;F;2
28.10.11;IL;Dekalb;Myzus.lythri;M;1
28.10.11;IL;Dekalb;Rhopalosiphum.padi;F;15
28.10.11;IL;Monmouth;Rhopalosiphum.padi;F;5
28.10.11;IL;Urbana;Rhopalosiphum.padi;F;7
28.10.11;IL;Urbana;Rhopalosiphum.nymphaeae;M;1
28.10.11;IL;Monmouth;Pemphigus.sp.;F;4
28.10.11;IL;Dekalb;Pemphigus.sp.;F;14
28.10.11;IL;Urbana;Pemphigus.sp.;F;10
28.10.11;IL;Monmouth;Sitobion.avenae;F;1
28.10.11;IL;Urbana;Sitobion.avenae;F;1
28.10.11;IL;Dekalb;Sitobion.avenae;F;4
28.10.11;IL;Monmouth;Anoecia.cornicola;F;1
28.10.11;IL;Urbana;Anoecia.cornicola;F;1
28.10.11;IL;Urbana;Rhopalosiphum.insertum;F;2
28.10.11;IL;Dekalb;Capitophorus.elaeagni;M;1
28.10.11;IL;Dekalb;Capitophorus.elaeagni;F;4
28.10.11;IL;Urbana;Capitophorus.elaeagni;F;1
28.10.11;IL;Urbana;Tetraneura.sp.;F;3
28.10.11;IL;Monmouth;Acyrthosiphon.pisum;F;1
28.10.11;IL;Dekalb;Tetraneura.sp.;F;1
28.10.11;IL;Urbana;Colopha.ulmicola;F;5
21.10.11;IL;DixonSprings;Therioaphis.trifolii;F;2
21.10.11;IL;DixonSprings;Drepanaphis.acerifoliae;F;1
21.10.11;IL;DixonSprings;Myzus.lythri;F;2
21.10.11;IL;Urbana;Hyadaphis.foeniculi;M;1
21.10.11;IL;Monmouth;Capitophorus.hippophaes;F;9
21.10.11;IL;DixonSprings;Capitophorus.hippophaes;F;28
21.10.11;IL;Monmouth;Eulachnus.rileyi;F;2
21.10.11;IL;DixonSprings;Lipaphis.pseudobrassicae;F;2
21.10.11;IL;DixonSprings;Aphis.sambuci;F;1
21.10.11;IL;DixonSprings;Hysteroneura.setariae;F;4
21.10.11;IL;DixonSprings;Eriosoma.sp.;F;1
21.10.11;IL;Monmouth;Hysteroneura.setariae;F;1
21.10.11;IL;DixonSprings;Dysaphis.plantaginea;M;1
21.10.11;IL;DixonSprings;Dysaphis.plantaginea;F;1
21.10.11;IL;Monmouth;Dysaphis.plantaginea;F;1
21.10.11;IL;DixonSprings;Rhopalosiphum.rufiabdominale;F;5
21.10.11;IL;Monmouth;Rhopalosiphum.rufiabdominale;F;3
21.10.11;IL;Monmouth;Pemphigus.sp.;F;9
21.10.11;IL;DixonSprings;Pemphigus.sp.;F;2
21.10.11;IL;Dekalb;Pemphigus.sp.;F;1
21.10.11;IL;Urbana;Pemphigus.sp.;F;1
21.10.11;IL;Monmouth;Rhopalosiphum.maidis;F;1
21.10.11;IL;Dekalb;Macrosiphum.euphorbiae;F;1
21.10.11;IL;DixonSprings;Shivaphis.celti;F;3
21.10.11;IL;DixonSprings;Schizaphis.graminum;F;3
21.10.11;IL;DixonSprings;Rhopalosiphum.padi;F;14
21.10.11;IL;Dekalb;Rhopalosiphum.padi;F;1
21.10.11;IL;Urbana;Rhopalosiphum.padi;F;1
21.10.11;IL;DixonSprings;Hyalopterus.pruni;M;2
21.10.11;IL;Monmouth;Hyalopterus.pruni;F;1
21.10.11;IL;DixonSprings;Hyalopterus.pruni;F;1
21.10.11;IL;DixonSprings;Anoecia.cornicola;F;11
21.10.11;IL;DixonSprings;Rhopalosiphum.insertum;F;2
21.10.11;IL;Urbana;Rhopalosiphum.insertum;F;1
21.10.11;IL;DixonSprings;Aphis.spiraecola;F;1
21.10.11;IL;Monmouth;Rhopalosiphum.insertum;F;3
21.10.11;IL;DixonSprings;Capitophorus.elaeagni;F;2
21.10.11;IL;DixonSprings;Aphis.nerii;F;1
21.10.11;IL;DixonSprings;Eulachnus.sp.;F;6
21.10.11;IL;DixonSprings;Uroleucon.sp.;F;1
21.10.11;IL;DixonSprings;Tetraneura.sp.;F;4
21.10.11;IL;Monmouth;Tetraneura.sp.;F;1
14.10.11;IL;DixonSprings;Myzus.persicae;F;1
14.10.11;IL;Urbana;Macrosiphum.euphorbiae;F;1
14.10.11;IL;DixonSprings;Monellia.costalis;F;3
14.10.11;IL;DixonSprings;Aphis.nerii;F;1
14.10.11;IL;Monmouth;Aphis.spiraecola;F;1
14.10.11;IL;DixonSprings;Eulachnus.rileyi;F;4
14.10.11;IL;DixonSprings;Hyalopterus.pruni;F;1
14.10.11;IL;Dekalb;Hyalopterus.pruni;F;2
14.10.11;IL;Urbana;Hyalopterus.pruni;F;2
14.10.11;IL;DixonSprings;Aphis.coreopsidis;F;5
14.10.11;IL;DixonSprings;Schizaphis.graminum;F;17
14.10.11;IL;Dekalb;Schizaphis.graminum;F;1
14.10.11;IL;Monmouth;Schizaphis.graminum;F;3
